0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
1.000000000000000056e-01 0.000000000000000000e+00 2.047921886387423456e+02
2.000000000000000111e-01 0.000000000000000000e+00 4.598055105158194351e+02
3.000000000000000444e-01 0.000000000000000000e+00 8.298343783198387200e+02
4.000000000000000222e-01 0.000000000000000000e+00 1.381162904791867732e+03
5.000000000000000000e-01 0.000000000000000000e+00 2.180241193821583693e+03
6.000000000000000888e-01 0.000000000000000000e+00 3.270162633183457729e+03
7.000000000000000666e-01 0.000000000000000000e+00 4.635332440765119827e+03
8.000000000000000444e-01 0.000000000000000000e+00 6.238809491696869372e+03
9.000000000000000222e-01 0.000000000000000000e+00 8.048137494915305069e+03
1.000000000000000000e+00 0.000000000000000000e+00 1.004459367345852843e+04
1.100000000000000089e+00 0.000000000000000000e+00 9.100109119228412965e+03
1.200000000000000178e+00 0.000000000000000000e+00 8.352497224931072196e+03
1.300000000000000044e+00 0.000000000000000000e+00 7.830601607176254220e+03
1.400000000000000133e+00 0.000000000000000000e+00 7.577790925450060058e+03
1.500000000000000000e+00 0.000000000000000000e+00 7.643209619950653178e+03
1.600000000000000089e+00 0.000000000000000000e+00 8.056590372268407918e+03
1.700000000000000178e+00 0.000000000000000000e+00 8.791785285203226522e+03
1.800000000000000044e+00 0.000000000000000000e+00 9.803324232086284610e+03
1.900000000000000133e+00 0.000000000000000000e+00 1.105169813049675577e+04
2.000000000000000000e+00 0.000000000000000000e+00 1.251221709271113468e+04
2.100000000000000089e+00 0.000000000000000000e+00 1.105164621774120678e+04
2.200000000000000178e+00 0.000000000000000000e+00 9.803221365643163153e+03
2.300000000000000266e+00 0.000000000000000000e+00 8.791633373460130315e+03
2.400000000000000355e+00 0.000000000000000000e+00 8.056392253518262805e+03
2.500000000000000000e+00 0.000000000000000000e+00 7.642969033475841570e+03
2.600000000000000089e+00 0.000000000000000000e+00 7.577512473349811444e+03
2.700000000000000178e+00 0.000000000000000000e+00 7.830290707260888666e+03
2.800000000000000266e+00 0.000000000000000000e+00 8.352160055082820691e+03
2.900000000000000355e+00 0.000000000000000000e+00 9.099752553701700890e+03
3.000000000000000000e+00 0.000000000000000000e+00 1.004422521166202023e+04
3.100000000000000089e+00 0.000000000000000000e+00 8.047765183283320766e+03
3.200000000000000178e+00 0.000000000000000000e+00 6.238441839318329585e+03
3.300000000000000266e+00 0.000000000000000000e+00 4.634978329493585989e+03
3.400000000000000355e+00 0.000000000000000000e+00 3.269831223001592662e+03
3.500000000000000000e+00 0.000000000000000000e+00 2.179941824277173055e+03
3.600000000000000089e+00 0.000000000000000000e+00 1.380904993359911487e+03
3.700000000000000178e+00 0.000000000000000000e+00 8.296273165759714630e+02
3.800000000000000266e+00 0.000000000000000000e+00 4.596585590301410207e+02
3.900000000000000355e+00 0.000000000000000000e+00 2.047143715157915267e+02
4.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000056e-01 5.000000000000000000e+00
1.000000000000000056e-01 1.000000000000000056e-01 1.771759264787536381e+02
2.000000000000000111e-01 1.000000000000000056e-01 4.022887465241107634e+02
3.000000000000000444e-01 1.000000000000000056e-01 7.391723598543978824e+02
4.000000000000000222e-01 1.000000000000000056e-01 1.257272752147527854e+03
5.000000000000000000e-01 1.000000000000000056e-01 2.034801398460091605e+03
6.000000000000000888e-01 1.000000000000000056e-01 3.132517429941402042e+03
7.000000000000000666e-01 1.000000000000000056e-01 4.516155166268966241e+03
8.000000000000000444e-01 1.000000000000000056e-01 6.135857908431238684e+03
9.000000000000000222e-01 1.000000000000000056e-01 7.954545038070773444e+03
1.000000000000000000e+00 1.000000000000000056e-01 9.952533612348737734e+03
1.100000000000000089e+00 1.000000000000000056e-01 9.001640517297879342e+03
1.200000000000000178e+00 1.000000000000000056e-01 8.239605192728136899e+03
1.300000000000000044e+00 1.000000000000000056e-01 7.696023852933899434e+03
1.400000000000000133e+00 1.000000000000000056e-01 7.418639794146547501e+03
1.500000000000000000e+00 1.000000000000000056e-01 7.469191230363680916e+03
1.600000000000000089e+00 1.000000000000000056e-01 7.895645255876775082e+03
1.700000000000000178e+00 1.000000000000000056e-01 8.653574799908259592e+03
1.800000000000000044e+00 1.000000000000000056e-01 9.684868098500703127e+03
1.900000000000000133e+00 1.000000000000000056e-01 1.094558699208670987e+04
2.000000000000000000e+00 1.000000000000000056e-01 1.241022369354100374e+04
2.100000000000000089e+00 1.000000000000000056e-01 1.094553540991667069e+04
2.200000000000000178e+00 1.000000000000000056e-01 9.684765887120856860e+03
2.300000000000000266e+00 1.000000000000000056e-01 8.653423855552793611e+03
2.400000000000000355e+00 1.000000000000000056e-01 7.895448398763235673e+03
2.500000000000000000e+00 1.000000000000000056e-01 7.468952175961272587e+03
2.600000000000000089e+00 1.000000000000000056e-01 7.418363115246702364e+03
2.700000000000000178e+00 1.000000000000000056e-01 7.695714932844575742e+03
2.800000000000000266e+00 1.000000000000000056e-01 8.239270169989049464e+03
2.900000000000000355e+00 1.000000000000000056e-01 9.001286222386561349e+03
3.000000000000000000e+00 1.000000000000000056e-01 9.952167496916203163e+03
3.100000000000000089e+00 1.000000000000000056e-01 7.954175097310610909e+03
3.200000000000000178e+00 1.000000000000000056e-01 6.135492597245961406e+03
3.300000000000000266e+00 1.000000000000000056e-01 4.515803309952610107e+03
3.400000000000000355e+00 1.000000000000000056e-01 3.132188130146765616e+03
3.500000000000000000e+00 1.000000000000000056e-01 2.034503935262530376e+03
3.600000000000000089e+00 1.000000000000000056e-01 1.257016483054400396e+03
3.700000000000000178e+00 1.000000000000000056e-01 7.389666166397566940e+02
3.800000000000000266e+00 1.000000000000000056e-01 4.021427307919352643e+02
3.900000000000000355e+00 1.000000000000000056e-01 1.770986048745606638e+02
4.000000000000000000e+00 1.000000000000000056e-01 5.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000111e-01 5.000000000000000000e+00
1.000000000000000056e-01 2.000000000000000111e-01 9.661603704928478464e+01
2.000000000000000111e-01 2.000000000000000111e-01 2.329924048025787613e+02
3.000000000000000444e-01 2.000000000000000111e-01 4.672828075156370460e+02
4.000000000000000222e-01 2.000000000000000111e-01 8.739417115151512689e+02
5.000000000000000000e-01 2.000000000000000111e-01 1.569159806736120800e+03
6.000000000000000888e-01 2.000000000000000111e-01 2.708934444931967846e+03
7.000000000000000666e-01 2.000000000000000111e-01 4.160895263641293241e+03
8.000000000000000444e-01 2.000000000000000111e-01 5.833902898366526642e+03
9.000000000000000222e-01 2.000000000000000111e-01 7.681630815697118123e+03
1.000000000000000000e+00 2.000000000000000111e-01 9.684333759743840346e+03
1.100000000000000089e+00 2.000000000000000111e-01 8.714291690991962241e+03
1.200000000000000178e+00 2.000000000000000111e-01 7.908235879902819761e+03
1.300000000000000044e+00 2.000000000000000111e-01 7.295224834271516556e+03
1.400000000000000133e+00 2.000000000000000111e-01 6.931528653520193984e+03
